time_ns,scenario,job_id,job_type,source_node,placement_status,algorithm,selected_node,route,rtt_ns,hop_count,gpu_util_percent,queue_length,compute_speed,network_score,compute_score,total_score,network_time_ms,queue_wait_time_ms,compute_time_ms,total_time_ms,failed_isls
111500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42886940.875888325,5,,,,,,,42.88694087588833,1111.111111111111,1111.111111111111,2265.1091630981105,0-1
111600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42886180.53516791,5,20.0,1,0.9,,,,,,,,0-1
111600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874650.460337404,2,,,,,,,,,,,0-1
111600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874650.460337404,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
111600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42886180.53516791,5,,,,,,,42.88618053516791,1111.111111111111,1111.111111111111,2265.1084027573897,0-1
111700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42885415.00038188,5,20.0,1,0.9,,,,,,,,0-1
111700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874660.007933969,2,,,,,,,,,,,0-1
111700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874660.007933969,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
111700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42885415.00038188,5,,,,,,,42.88541500038188,1111.111111111111,1111.111111111111,2265.1076372226044,0-1
111800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42884659.7918939,5,20.0,1,0.9,,,,,,,,0-1
111800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874677.586465191,2,,,,,,,,,,,0-1
111800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874677.586465191,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
111800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42884659.7918939,5,,,,,,,42.8846597918939,1111.111111111111,1111.111111111111,2265.1068820141163,0-1
111900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42883902.863756314,5,20.0,1,0.9,,,,,,,,0-1
111900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874693.418693181,2,,,,,,,,,,,0-1
111900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874693.418693181,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
111900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42883902.863756314,5,,,,,,,42.88390286375631,1111.111111111111,1111.111111111111,2265.1061250859784,0-1
112000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42883155.40356345,5,20.0,1,0.9,,,,,,,,0-1
112000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874713.77871114,2,,,,,,,,,,,0-1
112000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874713.77871114,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42883155.40356345,5,,,,,,,42.88315540356345,1111.111111111111,1111.111111111111,2265.105377625786,0-1
112100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42882405.72817149,5,20.0,1,0.9,,,,,,,,0-1
112100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874737.760956198,2,,,,,,,,,,,0-1
112100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874737.760956198,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42882405.72817149,5,,,,,,,42.88240572817149,1111.111111111111,1111.111111111111,2265.1046279503935,0-1
112200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42881663.62931723,5,20.0,1,0.9,,,,,,,,0-1
112200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874761.239022827,2,,,,,,,,,,,0-1
112200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874761.239022827,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42881663.62931723,5,,,,,,,42.88166362931723,1111.111111111111,1111.111111111111,2265.1038858515394,0-1
112300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42880921.06866512,5,20.0,1,0.9,,,,,,,,0-1
112300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874790.333093273,2,,,,,,,,,,,0-1
112300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874790.333093273,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42880921.06866512,5,,,,,,,42.88092106866512,1111.111111111111,1111.111111111111,2265.1031432908876,0-1
112400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42880182.37592041,5,20.0,1,0.9,,,,,,,,0-1
112400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874825.960799914,2,,,,,,,,,,,0-1
112400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874825.960799914,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42880182.37592041,5,,,,,,,42.880182375920405,1111.111111111111,1111.111111111111,2265.1024045981426,0-1
112500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42879448.46777366,5,20.0,1,0.9,,,,,,,,0-1
112500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874857.630111912,2,,,,,,,,,,,0-1
112500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874857.630111912,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42879448.46777366,5,,,,,,,42.87944846777366,1111.111111111111,1111.111111111111,2265.101670689996,0-1
112600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42878718.4999353,5,20.0,1,0.9,,,,,,,,0-1
112600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874895.748497142,2,,,,,,,,,,,0-1
112600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874895.748497142,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42878718.4999353,5,,,,,,,42.878718499935296,1111.111111111111,1111.111111111111,2265.1009407221572,0-1
112700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42877981.66208285,5,20.0,1,0.9,,,,,,,,0-1
112700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874933.15861349,2,,,,,,,,,,,0-1
112700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874933.15861349,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42877981.66208285,5,,,,,,,42.87798166208285,1111.111111111111,1111.111111111111,2265.1002038843053,0-1
112800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42877256.05960297,5,20.0,1,0.9,,,,,,,,0-1
112800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15874978.80245368,2,,,,,,,,,,,0-1
112800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15874978.80245368,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42877256.05960297,5,,,,,,,42.87725605960297,1111.111111111111,1111.111111111111,2265.099478281825,0-1
112900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42876534.967582,5,20.0,1,0.9,,,,,,,,0-1
112900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875022.783189453,2,,,,,,,,,,,0-1
112900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875022.783189453,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
112900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42876534.967582,5,,,,,,,42.876534967582,1111.111111111111,1111.111111111111,2265.098757189804,0-1
113000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42875816.22434686,5,20.0,1,0.9,,,,,,,,0-1
113000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875077.11952832,2,,,,,,,,,,,0-1
113000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875077.11952832,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42875816.22434686,5,,,,,,,42.87581622434686,1111.111111111111,1111.111111111111,2265.0980384465693,0-1
113100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42875102.01166729,5,20.0,1,0.9,,,,,,,,0-1
113100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875124.21744601,2,,,,,,,,,,,0-1
113100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875124.21744601,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42875102.01166729,5,,,,,,,42.87510201166729,1111.111111111111,1111.111111111111,2265.0973242338896,0-1
113200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42874385.91645972,5,20.0,1,0.9,,,,,,,,0-1
113200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875181.337385802,2,,,,,,,,,,,0-1
113200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875181.337385802,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42874385.91645972,5,,,,,,,42.874385916459715,1111.111111111111,1111.111111111111,2265.096608138682,0-1
113300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42873678.12578421,5,20.0,1,0.9,,,,,,,,0-1
113300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875238.582464486,2,,,,,,,,,,,0-1
113300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875238.582464486,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42873678.12578421,5,,,,,,,42.87367812578421,1111.111111111111,1111.111111111111,2265.0959003480066,0-1
113400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42872972.69713186,5,20.0,1,0.9,,,,,,,,0-1
113400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875301.442544611,2,,,,,,,,,,,0-1
113400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875301.442544611,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42872972.69713186,5,,,,,,,42.87297269713186,1111.111111111111,1111.111111111111,2265.095194919354,0-1
113500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42872266.893502824,5,20.0,1,0.9,,,,,,,,0-1
113500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875362.343790127,2,,,,,,,,,,,0-1
113500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875362.343790127,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42872266.893502824,5,,,,,,,42.872266893502825,1111.111111111111,1111.111111111111,2265.094489115725,0-1
113600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42871567.33643162,5,20.0,1,0.9,,,,,,,,0-1
113600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875428.613515988,2,,,,,,,,,,,0-1
113600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875428.613515988,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42871567.33643162,5,,,,,,,42.871567336431625,1111.111111111111,1111.111111111111,2265.093789558654,0-1
113700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42870873.084369384,5,20.0,1,0.9,,,,,,,,0-1
113700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875496.70897643,2,,,,,,,,,,,0-1
113700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875496.70897643,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42870873.084369384,5,,,,,,,42.870873084369386,1111.111111111111,1111.111111111111,2265.0930953065917,0-1
113800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42870180.60339879,5,20.0,1,0.9,,,,,,,,0-1
113800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875571.04297863,2,,,,,,,,,,,0-1
113800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875571.04297863,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42870180.60339879,5,,,,,,,42.87018060339879,1111.111111111111,1111.111111111111,2265.092402825621,0-1
113900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42869491.48074705,5,20.0,1,0.9,,,,,,,,0-1
113900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875645.207419535,2,,,,,,,,,,,0-1
113900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875645.207419535,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
113900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42869491.48074705,5,,,,,,,42.86949148074705,1111.111111111111,1111.111111111111,2265.091713702969,0-1
114000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42868799.852512285,5,20.0,1,0.9,,,,,,,,0-1
114000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875722.657575438,2,,,,,,,,,,,0-1
114000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875722.657575438,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42868799.852512285,5,,,,,,,42.86879985251228,1111.111111111111,1111.111111111111,2265.0910220747346,0-1
114100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42868115.52459207,5,20.0,1,0.9,,,,,,,,0-1
114100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875805.47978251,2,,,,,,,,,,,0-1
114100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875805.47978251,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42868115.52459207,5,,,,,,,42.86811552459207,1111.111111111111,1111.111111111111,2265.090337746814,0-1
114200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42867434.62969565,5,20.0,1,0.9,,,,,,,,0-1
114200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875885.716502992,2,,,,,,,,,,,0-1
114200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875885.716502992,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42867434.62969565,5,,,,,,,42.867434629695644,1111.111111111111,1111.111111111111,2265.089656851918,0-1
114300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42866759.701556325,5,20.0,1,0.9,,,,,,,,0-1
114300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15875973.977978202,2,,,,,,,,,,,0-1
114300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15875973.977978202,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42866759.701556325,5,,,,,,,42.866759701556326,1111.111111111111,1111.111111111111,2265.088981923778,0-1
114400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42866081.86471549,5,20.0,1,0.9,,,,,,,,0-1
114400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876062.069675328,2,,,,,,,,,,,0-1
114400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876062.069675328,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42866081.86471549,5,,,,,,,42.86608186471549,1111.111111111111,1111.111111111111,2265.0883040869376,0-1
114500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42865414.63544106,5,20.0,1,0.9,,,,,,,,0-1
114500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876155.73972959,2,,,,,,,,,,,0-1
114500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876155.73972959,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42865414.63544106,5,,,,,,,42.865414635441056,1111.111111111111,1111.111111111111,2265.0876368576633,0-1
114600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42864742.76163979,5,20.0,1,0.9,,,,,,,,0-1
114600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876253.024581533,2,,,,,,,,,,,0-1
114600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876253.024581533,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42864742.76163979,5,,,,,,,42.86474276163979,1111.111111111111,1111.111111111111,2265.086964983862,0-1
114700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42864085.00943245,5,20.0,1,0.9,,,,,,,,0-1
114700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876352.76116585,2,,,,,,,,,,,0-1
114700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876352.76116585,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42864085.00943245,5,,,,,,,42.86408500943245,1111.111111111111,1111.111111111111,2265.0863072316547,0-1
114800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42863419.99954249,5,20.0,1,0.9,,,,,,,,0-1
114800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876449.378113618,2,,,,,,,,,,,0-1
114800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876449.378113618,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42863419.99954249,5,,,,,,,42.86341999954249,1111.111111111111,1111.111111111111,2265.085642221765,0-1
114900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42862759.540865146,5,20.0,1,0.9,,,,,,,,0-1
114900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876552.232590377,2,,,,,,,,,,,0-1
114900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876552.232590377,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
114900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42862759.540865146,5,,,,,,,42.86275954086515,1111.111111111111,1111.111111111111,2265.0849817630874,0-1
115000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42862104.568544306,5,20.0,1,0.9,,,,,,,,0-1
115000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876659.830925476,2,,,,,,,,,,,0-1
115000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876659.830925476,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
115000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42862104.568544306,5,,,,,,,42.862104568544304,1111.111111111111,1111.111111111111,2265.0843267907667,0-1
115100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42861453.30822165,5,20.0,1,0.9,,,,,,,,0-1
115100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876771.042565567,2,,,,,,,,,,,0-1
115100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876771.042565567,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
115100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42861453.30822165,5,,,,,,,42.861453308221655,1111.111111111111,1111.111111111111,2265.0836755304435,0-1
115200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42860805.480175994,5,20.0,1,0.9,,,,,,,,0-1
115200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876881.757189216,2,,,,,,,,,,,0-1
115200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876881.757189216,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
115200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42860805.480175994,5,,,,,,,42.860805480176,1111.111111111111,1111.111111111111,2265.083027702398,0-1
115300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42860161.94700675,5,20.0,1,0.9,,,,,,,,0-1
115300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15876998.70626464,2,,,,,,,,,,,0-1
115300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,3,12-4-3,15876998.70626464,2,50.0,4,1.2,0.0,0.6666666666666666,0.3333333333333333,,,,,0-1
115300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42860161.94700675,5,,,,,,,42.860161947006745,1111.111111111111,1111.111111111111,2265.082384169229,0-1
115400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42859518.42141621,5,20.0,1,0.9,,,,,,,,0-1
115400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,3,12-4-3,15877117.480112985,2,,,,,,,,,,,0-1
